Annee;Mois;Jour;saison_Automne;saison_Hiver;saison_Printemps;saison_Ete;Production;Thermique;Nucleaire;Hydraulique_totale;Eolien;Solaire;Bioenergies;TMoy_(°C);TDelta_(°C);Vitesse_vent_a100m_(m/s);            Rayonnement_solaire_global_(W/m2);Pression au niveau mer;Variation de pression en 3 heures;Vitesse du vent moyen 10 mn;            Humidité;Nebulosité totale;Pression station;Variation de pression en 24 heures;Etat du sol;Hauteur totale de la couche de neige;             glace; autre au sol;Hauteur de la neige fraîche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;            Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;            Température (°C);Température minimale sur 12 heures (°C);Température maximale sur 12 heures (°C);Température minimale du sol sur 12 heures (en °C);            Parc_nucleaire_(MW);Parc_thermique_(MW);Parc_hydraulique_(MW);Parc_eolien_(MW);Parc_solaire_(MW);Parc_bioenergies_(MW);Parc_total
0.9880351666431979;1.0873834430544447;-0.7299205846381873;0.1385568523412933;-0.5673028989750716;-0.5712562574635485;1.722713538428218;-0.5903630774237392;0.07963775679089057;0.23938497833803163;0.04594448735783501;-0.36516560139361015;-0.09603328630132385;1.354743208732555;0.18729716733898477;-0.04729317232745876;1.248402838314265;-0.041339724670659134;0.7677511623358207;0.14381396314728795;-0.4034896183202301;-0.2675820011520626;-0.2415628721608365;-0.4207178528021722;0.12162362983883555;0.23912258847455334;-0.3821106344354233;-0.15449345155552335;-0.15546570265092063;-0.7190455018627082;-0.7328643265918974;-0.7169043371338623;-0.7088169950302252;-0.714037099127783;-0.009343910909107246;-0.009341978061017322;-0.009344133925809217;-0.009341085955112873;0.37787204985756423;-0.988525106930088;1.7117952589461516;1.144422357994144;1.106666706631602;1.000736031444892;1.4499484808950274;0.0
0.9690198111374251;1.0873834430544447;-0.7299205846381873;-1.673586492445568;-0.5673028989750716;-0.5712562574635485;1.722713538428218;-0.5903630774237392;0.03613650746086764;-0.48504105214404397;0.2390963917559401;-0.19617661568683298;-0.05426752966226886;1.094056720550259;0.3469606481248782;-0.03678299022292968;1.3476607211567653;-0.23323348701460356;0.6939085813297855;-0.13881891737692498;-0.7217483431374317;-0.430442684096233;-1.3204280459539168;-0.7780718760119147;-0.14039922840082678;-0.6781821439223542;-0.6409619418937791;-0.15449345155552335;-0.15546570265092063;-0.670545947438822;-0.7219731354928873;-0.6689482549067027;-0.6615426406637719;-0.666344738468833;-0.0363974265675203;-0.03639540244534646;-0.03639766010120552;-0.036394468136199704;0.37787204985756423;-0.988525106930088;1.7117952589461516;1.144422357994144;1.106666706631602;1.000736031444892;1.4499484808950274;0.0
-0.4428703351662086;-0.6624634196882828;1.5775862213130387;1.6109233199806179;-0.5673028989750716;1.7505278706969953;-0.580479561861682;-0.5903630774237392;0.4898690564161647;-0.5297263838879144;1.2654467041780368;-1.7658663003327957;0.9341075880049464;-0.8442051505586022;0.352899103876847;-1.1152074983155158;-1.3635406370944763;-0.6972730953994014;-1.2289835016285273;0.5557857391601598;-2.2076175817870514;1.0409761378746332;0.5701945053500388;0.379013225379249;0.5139049920479063;-0.9975880961545072;0.13013609812268145;-0.15449345155552335;-0.15546570265092063;-0.3591788080374708;-0.43431755881903616;-0.361070207008337;-0.3580412856311401;-0.3601597830383719;-0.7172983557289065;-0.7172940343597011;-0.7172988539610421;-0.7172920378511985;0.37787204985756423;0.8435844909616312;-0.040736225115509235;-0.7725838629128214;-0.590432514643189;-0.6608204598495737;-0.46401899674330327;0.0
-1.097711640396261;-1.0999251353739645;-0.1530438831503808;1.2711464428330814;-0.5673028989750716;-0.5712562574635485;-0.580479561861682;1.6938728694955962;-0.4685229129009629;-0.5850943027518042;-0.13525699450784553;0.046362490414140416;-0.87251879548842;0.15159943999823527;-1.5810129977132363;1.3983225080246318;0.08879868926850536;0.019423619682344483;0.7130655332581879;-0.1518654614865229;0.07131947523762182;-0.5881796601612601;-0.7736615911935797;0.1447376468360481;-0.12274894448061587;0.0004069802917088411;-0.6433867784976045;-0.15449345155552335;-0.15546570265092063;0.05015743130013166;0.04681682443722675;0.04367912698889211;0.04095426522172842;0.04236374092316952;1.049024485306833;1.0490228473951362;1.049024673728069;1.0490220884558143;0.37787204985756423;1.0099166015536012;0.06593960434906154;-1.087353476728139;-1.0619072364991957;-1.1648881594557596;-1.0984262690764526;0.0
1.6547610690643582;1.5248451587401264;1.0007095198252323;1.497664360931439;1.7627267581510133;-0.5712562574635485;-0.580479561861682;-0.5903630774237392;-0.03277409741163986;-0.42163675564934283;-0.6270399821398605;0.3587827122418782;2.0361638160220776;-0.11164942731704744;0.4353626598871434;0.07803077124806759;-1.0695458419746844;1.1164253355829663;-0.9402543194594079;0.5218517549069237;1.1954335287001305;1.0059336426119267;0.9682361349923516;1.2047961196442083;0.5353114821113839;1.7795368362061887;0.33033667022601165;0.3978893310572107;0.38934906337748343;-0.5007975069552191;-0.35423527132631627;-0.5011019671116432;-0.49608240038118423;-0.49942147616250654;0.08982952646661453;0.08983112471994203;0.08982934200332623;0.08983186211617172;-2.646398431365604;-0.965715851258193;0.8583886232291698;1.4850848141748445;1.5650303405605779;1.3787868061495314;1.5722836943221339;0.0
0.22147864781673013;0.21246001168308093;0.13539446759352244;-0.5409969019537796;-0.5673028989750716;-0.5712562574635485;-0.580479561861682;1.6938728694955962;-0.5831000535409305;0.27730467157255656;-0.7495575619760917;-0.41856304249254783;-0.3429024179907998;0.5083395570684518;0.5109430058212947;1.109625100849587;0.04395629549702039;-0.3519942481092604;0.3977774708594563;-0.3234667923737422;-0.10936458590738488;-0.14113623495608382;-0.08626764176420652;0.8716889706977218;-0.2915490573048858;0.41456767865027366;-0.20065202858249306;-0.15449345155552335;-0.15546570265092063;-0.197513626624516;-0.32679374081214385;-0.2012165995844712;-0.20046010440962841;-0.20118524750853756;1.0833526565760667;1.083350902846802;1.0833528583422893;1.0833500903558404;0.37787204985756423;-0.7797326896258222;-0.6350729892755695;0.2241345871763171;0.1490328444413147;0.23996718852074056;-0.40905080962909224;0.0
1.2197848118698045;1.0873834430544447;1.0007095198252323;1.497664360931439;1.7627267581510133;-0.5712562574635485;-0.580479561861682;-0.5903630774237392;-0.17557276195472238;0.495906710880188;-0.6003347163231287;0.2945751305618252;0.1578092852572904;-0.16577968650138503;0.4658647280677116;-0.16569902135316844;-1.3136597721127123;0.40116181301654497;-0.8515595906194838;0.21836942715369848;0.5128181711028986;0.0027850314883986747;1.2655469738492717;1.2446662572515919;0.22598103130367692;-0.13997432289071096;0.2604710655782939;-0.15449345155552335;-0.15546570265092063;-0.29806936946337387;-0.19343003804093392;-0.3006455434021157;-0.2984755991294087;-0.30006740860809444;-0.18921646448130827;-0.18921392477299526;-0.18921675742299365;-0.189212752067517;0.37787204985756423;-0.988525106930088;1.7117952589461516;1.144422357994144;1.106666706631602;1.000736031444892;1.4499484808950274;0.0
1.059342749789846;1.0873834430544447;-0.1530438831503808;0.02529789329211448;-0.5673028989750716;-0.5712562574635485;1.722713538428218;-0.5903630774237392;-0.8886862420543454;-1.2953676508206255;-0.8413118526830543;0.20114079462852413;-0.4637628952932382;2.423611193178574;0.42362071328665996;0.7351167132008537;0.5291610730469076;-0.6459125654927353;1.3903830802307613;0.39020358324169724;0.103189614028568;-0.44544782567086433;-0.4141632544884429;-0.7868030986384857;0.4387205397038966;0.8846844312155402;-0.46440352667774604;-0.15449345155552335;-0.15546570265092063;-0.6967357068277207;-0.6460551269497886;-0.694844539309369;-0.6870707920216568;-0.6920986132246661;0.7765410654346087;0.7765403468368688;0.77654114792863;0.7765400129692435;0.37787204985756423;-0.988525106930088;1.7117952589461516;1.144422357994144;1.106666706631602;1.000736031444892;1.4499484808950274;0.0
-0.4416818754470978;-0.6624634196882828;1.5775862213130387;1.7241822790297967;-0.5673028989750716;1.7505278706969953;-0.580479561861682;-0.5903630774237392;0.279963152362013;-0.6237122042948272;1.228465428638767;-1.844732003098832;0.4264786068195497;-1.2882085125466338;0.43833188776312887;-0.9689962308107352;-1.5696141095948961;-0.854448773633794;-1.1984175467149465;0.6134037355477847;1.4784187412416903;0.32350032662492306;0.7433534382269839;0.479465260390059;0.6340756116658673;0.0902091100571808;0.7733023569605351;-0.15449345155552335;-0.15546570265092063;-0.21659011803124456;-0.09929902925663349;-0.22007932526048726;-0.2190546837937667;-0.2199442427010579;-0.6554178027212246;-0.6554136901267624;-0.6554182768974575;-0.6554117901513687;0.37787204985756423;0.8435844909616312;-0.040736225115509235;-0.7725838629128214;-0.590432514643189;-0.6608204598495737;-0.46401899674330327;0.0
-0.25033986067025854;-0.22500170400260094;-0.1530438831503808;-0.7675148200521372;-0.5673028989750716;-0.5712562574635485;1.722713538428218;-0.5903630774237392;-0.24970418234881225;-0.9531338663272574;-0.2701046089195147;1.4882544783391498;-0.7835770161104947;1.0838072040183133;-0.6478656552333817;0.9880262851085775;0.6415189810361343;-0.5685335639877642;1.7859168016924412;0.06558568572351267;-0.8655737518273867;-0.4288872730793503;-0.564241490552941;-0.666141025948149;0.10994477095547091;-0.8532236389619463;-0.5779161901943201;-0.15449345155552335;-0.15546570265092063;-0.6850958137659878;-0.6277963654014485;-0.6833350795748506;-0.675724946973708;-0.680652446666518;1.0641320708040132;1.0641303819218235;1.0641322650982836;1.0641295994148035;0.37787204985756423;0.24457834585510654;0.4926429222075941;-0.31025624381044187;-0.28835304880441326;0.10461567658945042;-0.2367069447672522;0.0
